N,P,K,temperature,humidity,ph,rainfall,label
97.08846169945872,48.16635319256157,43.58597919911382,25.184208174356183,79.13012817465179,6.951244703273511,271.1939324216894,rice
97.51225068469338,38.843408980266375,39.503859378955674,23.224788145395486,89.12117986618323,6.287730240161329,271.1939324216894,rice
85.5194969589566,41.81716165354331,40.54584787015835,21.38290353662505,87.93157406391099,6.26332879824413,270.97052881024484,rice
82.4084088845454,64.1209407318471,43.93121121322198,25.67030098244257,80.33566449422361,5.933442007454069,185.25645189446746,rice
75.40013222236418,55.49146859727364,42.44762155907817,26.80505839460526,81.90990429765782,5.740919412069738,236.34669735309694,rice
76.63149756794999,38.89764516006415,39.757049262259336,22.361456094305304,86.03776793619012,5.8743038377446615,271.1939324216894,rice
94.50927857007872,44.370999241461234,43.32259801395201,25.82858614498081,82.64974054836209,5.576656207860488,261.8994604769971,rice
74.89133692632585,40.99724607425325,35.073622697510054,25.72154626501283,85.97821027910439,6.41033075725267,271.1939324216894,rice
86.0620521438419,52.06223587858681,36.397969981276574,21.68718044121584,86.02083554148567,5.942192412286265,247.82833277774267,rice
96.7749600095609,54.041549600017724,40.535794006579955,24.35524296447248,81.64740117675134,5.061635669135879,232.40608670788347,rice
77.51046354868352,47.25585931173909,43.53403073268166,22.403636915192045,78.6996329002688,5.562767784043993,215.23125093200204,rice
93.16707801544132,51.710964570238346,42.83898209106414,24.985881241964325,82.87664233728084,6.6280407693320695,200.03675038892447,rice
70.79492255968512,37.70143582326925,42.2235935059645,23.771263381508323,79.93526134840322,6.002089550206727,198.2774523255802,rice
94.37121312772076,48.38468826722092,38.810212260964825,22.80907253488726,85.56339111742666,5.723625221106781,190.51799031793212,rice
74.13020657421804,63.856929936485436,44.08580690707607,25.1982428028645,81.19043953751424,6.9383527546954475,271.1939324216894,rice
95.09115662056485,48.48084506431366,37.72241561845159,21.578345772920997,88.8312287585261,5.911552579667222,204.28360377542765,rice
80.70848184527284,52.37658706825688,36.767727829392314,26.139685704554253,87.10223435802251,6.438925911901873,231.85116477301244,rice
91.95580942458551,52.52293906738207,41.4984660155482,21.506665926839336,82.98968882604731,5.083228347723785,239.27889830934228,rice
81.54514243164749,39.33572566598141,36.03402967722552,24.525867433066274,80.04711562244263,6.850240236753594,249.72733676404738,rice
82.1404431587193,52.7274647444425,35.22803871029698,26.751355279448674,83.78764124331481,6.565470454500573,189.9275999906926,rice
87.03304157933562,49.72120983063563,44.37826454974983,24.43036831425645,83.68187281268345,5.533951326183788,219.78827968110625,rice
88.22353408650382,48.167343809151404,35.2161207988033,25.957751545166147,88.75392926207721,5.280498177997222,246.48433722468593,rice
73.80015093974052,55.167202791194356,37.812337838390086,24.95653580815141,86.7239353714426,6.537294983835314,192.92891351470757,rice
102.06041457981627,41.90641972684642,35.3741255617618,24.3291148163489,82.45106740634927,6.6595794862648265,271.1939324216894,rice
81.09986124879504,63.58698185209235,37.90917838140118,24.090342775390287,81.07158108681124,6.872087140097927,199.75293810984218,rice
71.57187167873151,48.05291180009114,44.92375564055837,26.350063597529484,86.98329623348339,6.7815849817570495,271.1939324216894,rice
88.16004261352572,44.477871554923794,42.72012432110988,24.969967579006568,82.48389274648451,5.18893333612303,269.6147533618831,rice
79.18611805730026,63.10439451601337,37.409705750056844,21.736547594468917,87.97335206549887,5.306568633248988,201.5121969789287,rice
90.97839770322952,61.23686122512393,36.96434665714573,22.861942037400567,87.32885805889413,6.943652852121935,240.08894234428107,rice
75.03641258929377,35.41808863124604,37.296560299988556,21.790933306719126,86.13190408335429,5.243665009257063,240.75959179447597,rice
94.29918524750103,52.43349827662707,36.997756516600575,25.824747157093576,86.58488555538962,6.477968007831084,195.72693018687758,rice
74.33138312776207,62.82687653019523,38.975781938249405,22.805692150685637,83.8630085442184,6.325728425527165,271.1939324216894,rice
80.02561794087192,62.744252879360815,35.24859491386256,24.33118825396095,85.60770134017302,5.211794807501507,196.84075164766952,rice
84.66900117607064,63.98695736429545,40.96042553234373,26.598139329601267,87.65233098735565,5.934763203110583,271.1939324216894,rice
70.62428743919457,38.274319902972046,43.29428614882737,25.78090252995097,80.7916889035972,6.061539181198107,252.72189848400131,rice
100.3708633821604,53.09321472016177,39.125715692736804,23.245104260443096,83.11058503648212,6.303862051159948,271.1939324216894,rice
85.88639087267049,42.43518688854074,37.36662362997581,25.476085681460678,87.79882516108692,5.21055615970825,187.98706283462138,rice
90.80517823147582,39.38519732578095,43.24664190456341,22.862008043544446,79.72646319565371,6.8419409449749,199.86380672823339,rice
79.96520288182775,39.608401855761755,36.15490063665355,21.12688809801864,78.66474490997112,5.349282941871706,186.40583191526105,rice
